merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_raw,ticket_size_negative_flag,ticket_size_missing_flag,mcc_missing_flag,settlement_account_missing_flag,onboarding_date_missing_flag,merchant_suspended_flag,merchant_blocked_flag
MCH2310,Char-Singhal,5942,Book Store,INDIVIDUAL,JPR,Rajasthan,2025-09-08 00:00:00,,ACTIVE,-1253.77,MCH2310,1,0,0,1,0,0,0
MCH3837,"Char, Naik and Sachdev",5999,Other,private_limited,New Delhi,Delhi,2026-01-25 00:00:00,XXXX8517,ACTIVE,0.5233,MCH3837,0,0,0,0,0,0,0
MCH7403,"Raval, Hari and Khurana",5942,Book Store,Individual,Chennai,Tamil Nadu,2023-07-12 00:00:00,,ACTIVE,697.8,mch7403,0,0,0,1,0,0,0
MCH7839,Mahajan-Bhasin,5699,Apparel,Partnership,Amritsar,Punjab,2023-06-03 00:00:00,XXXX8814,ACTIVE,4413.06,MCH7839,0,0,0,0,0,0,0
MCH7864,"Saini, Yohannan and Tank",5942,Book Store,Individual,ludhiana,Punjab,,9857461455,ACTIVE,1130.3,MCH7864,0,0,0,0,1,0,0
MCH6903,Gu1ati-Thaker,5812,Restaurant,PARTNERSHIP,chennai,Tamil Nadu,2023-07-07 00:00:00,,ACTIVE,,mch6903,0,1,0,1,0,0,0
MCH8210,Kannan Inc,5311,DEPT_STORE,partnership,LDH,Punjab,2025-02-04 00:00:00,,SUSPENDED,0.37,MCH8210,0,0,0,1,0,1,0
MCH2032,"Doshi, Sur and Sarna",,FOOD_SERVICES,PRIVATE_LIMITED,pune,Maharashtra,2023-07-15 00:00:00,,ACTIVE,771.07,mch2032,0,0,1,1,0,0,0
MCH1788,"Dass, Rajagopal and Madan",,Mobile Recharge,PRIVATE_LIMITED,pune,Maharashtra,2024-11-12 00:00:00,,SUSPENDED,1479.46,mch1788,0,0,1,1,0,1,0
MCH1044,"Jha, Salvi and Setty",5311,Retail,Partnership,HYDERABAD,Telangana,2024-10-28 00:00:00,VZSQ7155957356020,ACTIVE,1084.93,MCH 1044,0,0,0,0,0,0,0
MCH9583,Khurana-Johal,4110,Grocery,PARTNERSHIP,Delhi,Delhi,2024-04-30 09:32:52,9658176597,ACTIVE,5627.6,MCH9583,0,0,0,0,0,0,0
MCH9207,"Gola, Prabhu and Sood",3110,DEPT_STORE,private_limited,Calcutta,West Bengal,2025-02-14 20:21:36,YDIJ7187856499079,ACTIVE,1107.16,MCH9207,0,0,0,0,0,0,0
MCH5753,Zachariah-Rai,5812,FOOD_SERVICES,PRIVATE_LIMITED,HYDERABAD,Telangana,2023-12-01 00:00:00,,ACTIVE,3163.49,MCH5753,0,0,0,1,0,0,0
MCH4249,"NARASIMHAN, NATT AND CHADA",7011,Hotel,sole_proprietor,Pune,Maharashtra,2023-12-28 07:11:47,8565095769,ACTIVE,1048.88,MCH-4249,0,0,0,0,0,0,0
MCH8820,Mistry Group,5812,Restaurant,Partnership,Kolkata,West Bengal,2025-10-19 00:00:00,VDFR2877623309973,ACTIVE,1132.45,MCH8820,0,0,0,0,0,0,0
MCH6448,"Kara, Mahal and Borah",5699,garments,individual,Chennai,Tamil Nadu,2025-02-02 01:23:00,2311602120,SUSPENDED,2308.59,MCH6448,0,0,0,0,0,1,0
MCH9764,More-Bhavsar,5912,chemist,sole_proprietor,Pune,Maharashtra,2024-09-06 22:28:13,XXXX9274,ACTIVE,3514.68,MCH9764,0,0,0,0,0,0,0
MCH5587,"Parmar,BobalandBatra",5912,Pharmacy,PRIVATE-LIMITED,bengaluru,Karnataka,2024-06-25 00:00:00,,ACTIVE,996.25,MCH5587,0,0,0,1,0,0,0
MCH9354,"SRINIVASAN, BHARGAVA AND SATHE",7011,Hotel,private_limited,Pune,Maharashtra,2025-12-26 03:14:06,MCIS2962837592027,ACTIVE,272.4,MCH9354,0,0,0,0,0,0,0
MCH3024,Kade-Bhatia,8120,eating place,Partnership,New Delhi,Delhi,2025-09-22 17:31:43,,ACTIVE,0.2093,MCH 3024,0,0,0,1,0,0,0
MCH4980,Gaba-Sankaran,,Medical,SOLE-PROPRIETOR,Amritsar,Punjab,,,INACTIVE,857.86,MCH4980,0,0,1,1,1,0,0
MCH8137,G0pa1-Mahajan,4131,TRAVEL,PARTNERSHIP,BLR,Karnataka,2024-01-30 00:00:00,XXXX2908,ACTIVE,561.1,MCH8137,0,0,0,0,0,0,0
MCH8741,Swaminathan-Kakar,4814,TELECOM,sole_proprietor,Kolkata,West Bengal,2024-08-17 15:49:00,7135208273,ACTIVE,8897.16,MCH8741,0,0,0,0,0,0,0
MCH6352,ChadhaGroup,,kirana,Private Limited,Chennai,Tamil Nadu,2024-05-19 14:55:03,QWFC2198127321151,SUSPENDED,419.41,MCH-6352,0,0,1,0,0,1,0
MCH8436,Kapoor Inc,7011,Hotel,Individual,Bangalore,Karnataka,2025-07-27 00:00:00,4749660100,ACTIVE,0.7117,MCH8436,0,0,0,0,0,0,0
MCH2579,More Inc,,Book Store,partnership,Jaipur,Rajasthan,2024-05-06 00:00:00,,ACTIVE,4068.74,MCH-2579,0,0,1,1,0,0,0
MCH8845,Varkey-Jha,,Other,partnership,kolkata,West Bengal,2024-03-01 05:26:00,,ACTIVE,5630.04,MCH8845,0,0,1,1,0,0,0
MCH5938,RAMA-PANDEY,4131,Transport,Individual,jaipur,Rajasthan,2024-02-12 12:51:22,,ACTIVE,0.712,MCH 5938,0,0,0,1,0,0,0
MCH8919,Parmar Ltd,,Transport,private_limited,Bangalore,Karnataka,2023-12-24 00:00:00,,ACTIVE,2228.63,MCH8919,0,0,1,1,0,0,0
MCH9927,"lall, bali and varughese",5812,Food,SOLE-PROPRIETOR,Lucknow,Uttar Pradesh,2025-09-12 00:00:00,IDZP0771497763313,ACTIVE,0.141,MCH 9927,0,0,0,0,0,0,0
MCH6326,"Barad,MurtyandTella",5942,books_stationery,PRIVATE-LIMITED,chennai,Tamil Nadu,2024-06-22 18:08:00,LQXK9607455160094,ACTIVE,-671.62,mch6326,1,0,0,0,0,0,0
MCH4643,Barad and Sons,5942,Books,INDIVIDUAL,ludhiana,Punjab,2025-05-18 00:00:00,5063903908,BLOCKED,3490.79,MCH4643,0,0,0,0,0,0,1
MCH3596,"S01anki, Singha1 and S0man",5699,Apparel,INDIVIDUAL,JPR,Rajasthan,2023-04-03 00:00:00,,INACTIVE,330.41,MCH-3596,0,0,0,1,0,0,0
MCH2411,SARAF-GOLA,4131,Transport,individual,JPR,Rajasthan,2023-02-09 06:15:13,,ACTIVE,2300.71,MCH2411,0,0,0,1,0,0,0
MCH1722,Patel-Warrior,7011,HOTEL_LODGING,INDIVIDUAL,Calcutta,West Bengal,2025-03-15 00:00:00,XXXX3839,ACTIVE,0.42,MCH1722,0,0,0,0,0,0,0
MCH6328,"Ray, Pandit and Bala",4814,phone service,private_limited,Chennai,Tamil Nadu,2025-11-27 00:31:00,GCWI4729638964155,ACTIVE,644.89,MCH6328,0,0,0,0,0,0,0
MCH3268,Kadakia-Rajan,5699,Clothing,SOLE-PROPRIETOR,Pune,Maharashtra,2024-11-16 14:24:23,,ACTIVE,2055.32,MCH3268,0,0,0,1,0,0,0
MCH8561,"Swaminathan, Sa1vi and Kant",5699,Clothing,Private Limited,Bombay,Maharashtra,2025-04-19 00:00:00,PNGX7339881598856,ACTIVE,4447.81,MCH8561,0,0,0,0,0,0,0
4030,Nayar PLC,,Books,private_limited,ASR,Punjab,2023-08-02 19:27:00,,ACTIVE,1079.32,4030,0,0,1,1,0,0,0
MCH3925,Rana-Sehga1,5912,Pharmacy,INDIVIDUAL,Chennai,Tamil Nadu,,IFJH9817043350326,HOLD,-1111.78,mch3925,1,0,0,0,1,0,0
1626,"Pau, Iyengar and Khare",5999,Misc Retail,sole_proprietor,delhi,Delhi,2025-07-12 00:00:00,XXXX6353,ACTIVE,550.42,1626,0,0,0,0,0,0,0
MCH1272,Garg Inc,4131,Transportation,PARTNERSHIP,JPR,Rajasthan,2023-05-28 22:37:00,7553237450,ACTIVE,549.87,MCH1272,0,0,0,0,0,0,0
MCH9897,Modi PLC,5699,Fashion,INDIVIDUAL,New Delhi,Delhi,2023-01-06 00:00:00,,ACTIVE,-1453.4,MCH9897,1,0,0,1,0,0,0
MCH6670,SAWHNEY INC,5411,Grocery Stores,INDIVIDUAL,BLR,Karnataka,2026-01-17 00:00:00,XXXX5717,ACTIVE,-2332.15,MCH6670,1,0,0,0,0,0,0
MCH5292,Nori-Dugal,5999,Other,SOLE_PROPRIETOR,Poona,Maharashtra,,DLCF1511984552623,INACTIVE,0.542,MCH5292,0,0,0,0,1,0,0
MCH2648,Batta LLC,5999,Retail Other,PARTNERSHIP,jaipur,Rajasthan,2024-10-10 00:00:00,,ACTIVE,416.94,MCH2648,0,0,0,1,0,0,0
MCH9114,Tiwari-0ak,4814,TELECOM,individual,Pune,Maharashtra,2026-01-16 00:00:00,,ACTIVE,7090.63,MCH9114,0,0,0,1,0,0,0
MCH5154,DHINGRA-SUNDER,5999,Misc Retail,SOLE-PROPRIETOR,Poona,Maharashtra,2025-06-14 00:00:00,1153641874,ACTIVE,0.2001,MCH 5154,0,0,0,0,0,0,0
MCH6060,Chacko-Sundaram,1310,Transportation,INDIVIDUAL,JPR,Rajasthan,2023-03-25 00:00:00,XXXX2924,INACTIVE,2026.75,MCH-6060,0,0,0,0,0,0,0
MCH6100,"PILLAY, MERCHANT AND SEM",5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Jalandhar,Punjab,2023-09-05 09:50:00,0672030590,ACTIVE,1374.95,MCH6100,0,0,0,0,0,0,0
MCH9866,Sane-Dar,4814,phone service,PARTNERSHIP,LKO,Uttar Pradesh,2024-04-11 00:00:00,,ACTIVE,910.27,MCH9866,0,0,0,1,0,0,0
MCH2627,SHANKER PLC,5311,Retail,Individual,lucknow,Uttar Pradesh,2024-10-16 00:00:00,0834395040,ACTIVE,427.05,MCH 2627,0,0,0,0,0,0,0
MCH5722,Kant-Gara,7011,Hospitality,PARTNERSHIP,lucknow,Uttar Pradesh,2024-12-16 00:00:00,3048409027,ACTIVE,1451.76,MCH5722,0,0,0,0,0,0,0
7558,Nair-Tandon,7011,HOTEL_LODGING,individual,delhi,Delhi,2025-09-24 00:00:00,WDIO8859498666425,ACTIVE,2209.65,7558,0,0,0,0,0,0,0
MCH1429,Pal Ltd,5411,Grocery,INDIVIDUAL,Jaipur,Rajasthan,2024-10-13 00:00:00,YBSQ5701995451285,ACTIVE,0.258,MCH1429,0,0,0,0,0,0,0
MCH7094,Narasimhan and Sons,5411,groceries,partnership,Lucknow,Uttar Pradesh,2023-04-03 07:40:00,5172263250,ACTIVE,-522.74,MCH7094,1,0,0,0,0,0,0
MCH3847,Nair PLC,5311,Retail,SOLE-PROPRIETOR,Poona,Maharashtra,,,ACTIVE,660.47,MCH-3847,0,0,0,1,1,0,0
MCH8529,Pradhan PLC,5942,Stationery,SOLE-PROPRIETOR,Dilli,Delhi,2025-07-13 03:13:00,,ACTIVE,476.91,MCH8529,0,0,0,1,0,0,0
MCH9623,Mangat PLC,4814,Telecom,Sole Proprietor,LKO,Uttar Pradesh,2024-03-26 15:39:33,,ACTIVE,457.6,MCH9623,0,0,0,1,0,0,0
MCH2287,Baral Inc,5912,Medical,Individual,Delhi,Delhi,2025-06-11 00:00:00,,ACTIVE,920.82,MCH 2287,0,0,0,1,0,0,0
MCH6677,"DESHMUKH, CHOUDHRY AND LAD",9120,MEDICAL_STORE,PRIVATE_LIMITED,Jalandhar,Punjab,2024-12-05 00:00:00,,INACTIVE,2949.0,MCH6677,0,0,0,1,0,0,0
MCH2417,"Reddy, Patel and Manda",5912,Pharmacy,INDIVIDUAL,Bengaluru,Karnataka,2025-03-13 00:00:00,XXXX5551,ACTIVE,1553.29,MCH2417,0,0,0,0,0,0,0
MCH7870,Sahota-Chand,5311,Department Stores,Sole Proprietor,Delhi,Delhi,2024-06-12 00:00:00,2012661045,ACTIVE,1123.31,MCH-7870,0,0,0,0,0,0,0
MCH7323,Mital Inc,5812,eating place,INDIVIDUAL,lucknow,Uttar Pradesh,2025-03-01 00:00:00,1221388018,ACTIVE,1194.36,mch7323,0,0,0,0,0,0,0
MCH3289,Tripathi-Mandal,4814,TELECOM,individual,chennai,Tamil Nadu,2024-12-29 00:00:00,XXXX2012,ACTIVE,1368.37,MCH3289,0,0,0,0,0,0,0
MCH7681,"Bal, Kakar and Pillai",,Transportation,PRIVATE-LIMITED,Pune,Maharashtra,2024-11-15 00:00:00,2915378010,ACTIVE,1955.63,MCH-7681,0,0,1,0,0,0,0
MCH2601,"Mangal, Lalla and Desai",4131,Transportation,PRIVATE-LIMITED,Ludhiana,Punjab,2025-02-19 00:00:00,XXXX7238,ACTIVE,1601.46,MCH2601,0,0,0,0,0,0,0
MCH5287,Sachdeva PLC,4131,TRAVEL,partnership,Hyderabad,Telangana,2024-02-06 00:00:00,XXXX8293,ACTIVE,823.34,MCH-5287,0,0,0,0,0,0,0
MCH8024,Banik PLC,5411,Grocery Stores,INDIVIDUAL,Jalandhar,Punjab,2026-02-02 22:13:43,OAOZ8994715452448,ACTIVE,1100.96,mch8024,0,0,0,0,0,0,0
MCH4476,Parikh Group,5912,Medical,Partnership,kolkata,West Bengal,2025-09-10 00:24:37,,ACTIVE,,MCH4476,0,1,0,1,0,0,0
MCH3736,"Chanda, Bandi and Pandya",4814,telecom,partnership,Hyderabad,Telangana,2023-04-25 00:48:36,,SUSPENDED,812.06,MCH3736,0,0,0,1,0,1,0
MCH4738,Jha PLC,,Retail Other,Sole Proprietor,bengaluru,Karnataka,2024-05-24 22:20:53,,INACTIVE,1636.42,MCH4738,0,0,1,1,0,0,0
MCH7849,Lal-Wagle,5311,DEPT_STORE,SOLE_PROPRIETOR,jaipur,Rajasthan,2025-02-12 16:31:00,XXXX0377,ACTIVE,4061.65,MCH 7849,0,0,0,0,0,0,0
MCH5801,"Narasimhan, Grewal and Vora",4131,Transportation,PRIVATE-LIMITED,Dilli,Delhi,2023-08-08 00:00:00,,ACTIVE,1697.55,MCH5801,0,0,0,1,0,0,0
MCH8775,Bakshi-Shah,6990,Apparel,PARTNERSHIP,New Delhi,Delhi,2025-07-09 07:17:12,,ACTIVE,480.13,mch8775,0,0,0,1,0,0,0
MCH8380,"kar, patil and karan",4131,TRAVEL,INDIVIDUAL,jalandhar,Punjab,2024-01-22 00:00:00,5690092544,ACTIVE,9540.15,MCH-8380,0,0,0,0,0,0,0
MCH5114,Lal Group,5411,kirana,Private Limited,Bangalore,Karnataka,2024-06-23 01:46:15,XXXX3035,ACTIVE,1143.5,MCH5114,0,0,0,0,0,0,0
MCH5999,NORI INC,5999,Other,Private Limited,jalandhar,Punjab,2026-01-02 22:34:56,XXXX4498,ACTIVE,629.41,MCH5999,0,0,0,0,0,0,0
MCH1726,RAJA AND SONS,4131,Transportation,PRIVATE_LIMITED,New Delhi,Delhi,2025-12-13 00:00:00,,ACTIVE,639.24,MCH1726,0,0,0,1,0,0,0
MCH8910,"Sinha, Sen and Mander",8140,TELECOM,Private Limited,DELHI,Delhi,2023-09-01 00:00:00,,ACTIVE,,MCH-8910,0,1,0,1,0,0,0
MCH6296,"Goyal, Vora and Loke",5411,GROCERY_STORE,PRIVATE_LIMITED,lucknow,Uttar Pradesh,,,ACTIVE,0.538,MCH6296,0,0,0,1,1,0,0
MCH3431,Ghosh and Sons,,eating place,Sole Proprietor,MUMBAI,Maharashtra,2025-11-24 00:00:00,LTDQ5015892785519,SUSPENDED,1904.92,mch3431,0,0,1,0,0,1,0
MCH2696,"Dave, Chaudhari and Bhatti",5411,groceries,individual,delhi,Delhi,2024-11-25 00:00:00,XXXX0248,ACTIVE,-9658.06,MCH2696,1,0,0,0,0,0,0
MCH3244,Murthy Group,5912,MEDICAL_STORE,PRIVATE_LIMITED,Jalandar,Punjab,2025-03-07 05:29:26,,ACTIVE,3366.47,MCH3244,0,0,0,1,0,0,0
MCH1887,Peri Inc,5311,Department Stores,private_limited,Bangalore,Karnataka,2023-02-26 00:00:00,,ACTIVE,2706.7,mch1887,0,0,0,1,0,0,0
MCH2186,Venkatesh and Sons,5912,Medical,SOLE_PROPRIETOR,LKO,Uttar Pradesh,2025-11-23 00:00:00,,ACTIVE,661.82,MCH2186,0,0,0,1,0,0,0
MCH5905,KARNIK LTD,5812,Restaurants,individual,Poona,Maharashtra,2026-05-02 00:00:00,XXXX6996,ACTIVE,653.53,MCH5905,0,0,0,0,0,0,0
MCH8033,"Kala, Mahal and Dash",5311,Department Store,INDIVIDUAL,HYDERABAD,Telangana,2025-12-02 00:00:00,XXXX2251,ACTIVE,1390.13,MCH8033,0,0,0,0,0,0,0
MCH3725,Balan Inc,5912,Medical,sole_proprietor,Calcutta,West Bengal,2024-10-04 18:42:00,XXXX4682,ACTIVE,2579.6,MCH3725,0,0,0,0,0,0,0
MCH4739,Karpe-Doshi,5411,grocery stores,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-10-20 00:00:00,DQQT0527144866471,SUSPENDED,-1100.69,MCH4739,1,0,0,0,0,1,0
MCH1222,Dass-Dugar,5411,GROCERY_STORE,Sole Proprietor,Kolkata,West Bengal,2023-11-07 18:19:21,,ACTIVE,,MCH-1222,0,1,0,1,0,0,0
MCH6383,Char PLC,4814,Mobile Recharge,SOLE_PROPRIETOR,Bangalore,Karnataka,2023-10-28 04:05:00,,ACTIVE,0.266,MCH6383,0,0,0,1,0,0,0
MCH8174,"banerjee, brahmbhatt and dave",7011,Hospitality,Individual,Jaipur,Rajasthan,2024-09-09 00:00:00,XXXX7104,ACTIVE,,MCH8174,0,1,0,0,0,0,0
MCH5753,Handa Inc,5812,Restaurants,Sole Proprietor,HYDERABAD,Telangana,2025-11-04 23:27:50,XXXX3053,ACTIVE,3518.1,MCH5753,0,0,0,0,0,0,0
MCH6465,Mody Ltd,6990,Fashion,sole_proprietor,Madras,Tamil Nadu,2025-03-01 00:00:00,,HOLD,0.307,MCH6465,0,0,0,1,0,0,0
MCH7201,"patil, mahajan and issac",5999,Miscellaneous,Private Limited,Mumbai,Maharashtra,2025-03-16 00:00:00,0796859598,ACTIVE,282.54,MCH7201,0,0,0,0,0,0,0
4958,Saini LLC,,transprt,Private Limited,HYDERABAD,Telangana,2023-06-24 00:00:00,,ACTIVE,440.09,4958,0,0,1,1,0,0,0
MCH2169,"Munshi, Srinivas and Ramanathan",5942,BOOKS_STATIONERY,PARTNERSHIP,chennai,Tamil Nadu,2024-09-07 00:00:00,,ACTIVE,351.61,MCH2169,0,0,0,1,0,0,0
MCH8692,Singhal-Mane,5999,Misc Retail,PARTNERSHIP,jalandhar,Punjab,2025-07-24 00:00:00,1479687132,ACTIVE,1884.81,MCH8692,0,0,0,0,0,0,0
MCH5312,Choudhary Inc,5411,Grocery,Partnership,Kolkata,West Bengal,2023-07-27 00:00:00,,ACTIVE,1438.2,MCH 5312,0,0,0,1,0,0,0
MCH2299,Ahluwalia Inc,4131,travel,PARTNERSHIP,Ludhiana,Punjab,2024-12-02 23:31:00,,ACTIVE,2936.54,MCH2299,0,0,0,1,0,0,0
MCH7870,"Kalla,MoreandSwamy",5912,Pharmacies,PRIVATE_LIMITED,jaipur,Rajasthan,2025-03-04 00:00:00,JRSV4497187312439,ACTIVE,681.25,MCH7870,0,0,0,0,0,0,0
MCH3880,Sankaran-M0dy,4131,Transportation,Sole Proprietor,HYDERABAD,Telangana,2026-02-26 18:34:00,XXXX4851,ACTIVE,794.44,MCH3880,0,0,0,0,0,0,0
MCH3780,HEGDE GROUP,5311,DEPT_STORE,PRIVATE_LIMITED,lucknow,Uttar Pradesh,2026-02-27 20:38:00,XXXX3079,ACTIVE,315.62,MCH3780,0,0,0,0,0,0,0
MCH1101,Mangal Inc,5912,Medical,individual,Madras,Tamil Nadu,2023-06-19 00:00:00,XXXX7862,ACTIVE,2025.16,MCH1101,0,0,0,0,0,0,0
MCH1292,Gera-Nayak,7011,HOTEL_LODGING,sole_proprietor,Chennai,Tamil Nadu,2023-09-25 00:00:00,,ACTIVE,0.267,MCH1292,0,0,0,1,0,0,0
MCH7162,Ranganathan-Chakraborty,5699,garments,PRIVATE_LIMITED,Poona,Maharashtra,2025-02-17 00:00:00,LGPC8265918729531,ACTIVE,1830.64,MCH7162,0,0,0,0,0,0,0
MCH5110,"deshpande, verma and shenoy",5942,Book Store,private_limited,Pune,Maharashtra,2024-11-11 00:00:00,,INACTIVE,-555.9,MCH5110,1,0,0,1,0,0,0
MCH8104,CHACKO GROUP,7011,Hotel,PRIVATE-LIMITED,Bangalore,Karnataka,2024-01-02 09:22:31,4591497253,ACTIVE,,MCH8104,0,1,0,0,0,0,0
MCH9640,Basu Group,,Department Store,SOLE-PROPRIETOR,bengaluru,Karnataka,2025-05-21 00:00:00,,ACTIVE,8379.99,MCH 9640,0,0,1,1,0,0,0
2445,Khare-Sane,,Retail Other,sole_proprietor,JPR,Rajasthan,2023-12-05 19:25:57,3925528828,ACTIVE,6063.97,2445,0,0,1,0,0,0,0
MCH9185,Om Ltd,5812,restaurants,PARTNERSHIP,kolkata,West Bengal,2025-09-22 00:00:00,RKEJ2980134292377,INACTIVE,311.59,MCH9185,0,0,0,0,0,0,0
MCH1133,Shere Ltd,5912,Pharmacies,partnership,Bengaluru,Karnataka,2025-06-10 00:00:00,,ACTIVE,11501.53,MCH1133,0,0,0,1,0,0,0
MCH4227,Bora-Sood,5999,Retail Other,Partnership,Jaipur,Rajasthan,2023-02-11 00:00:00,,ACTIVE,1928.46,MCH4227,0,0,0,1,0,0,0
MCH7411,"Bhasin, Soman and Savant",4814,Mobile Recharge,SOLE_PROPRIETOR,Chennai,Tamil Nadu,,,ACTIVE,2298.88,MCH7411,0,0,0,1,1,0,0
MCH6101,Rout-Barman,5812,FOOD_SERVICES,SOLE-PROPRIETOR,Kolkata,West Bengal,2024-10-11 00:00:00,,ACTIVE,2918.42,MCH6101,0,0,0,1,0,0,0
MCH9290,"Gole, Viswanathan and Brahmbhatt",0110,Hospitality,PARTNERSHIP,LDH,Punjab,,,INACTIVE,1704.51,MCH9290,0,0,0,1,1,0,0
MCH8926,Roy-Nagarajan,,Fashion,Sole Proprietor,pune,Maharashtra,2023-05-11 05:53:00,,INACTIVE,217.41,MCH8926,0,0,1,1,0,0,0
MCH7829,Hora Ltd,4131,TRAVEL,Partnership,JPR,Rajasthan,2025-05-06 00:00:00,XXXX7292,ACTIVE,0.422,MCH7829,0,0,0,0,0,0,0
MCH9523,"Tank, Uppal and Malhotra",5912,Pharmacies,PARTNERSHIP,Pune,Maharashtra,2025-10-25 00:00:00,,ACTIVE,5060.01,MCH9523,0,0,0,1,0,0,0
MCH5493,"Choudhury, Nayak and Hayer",,Clothing,INDIVIDUAL,Jalandhar,Punjab,,CMBW9456641489708,ACTIVE,954.13,MCH 5493,0,0,1,0,1,0,0
MCH7295,Palan-Ray,7011,Hospitality,PARTNERSHIP,Bangalore,Karnataka,2023-02-02 10:44:00,,ACTIVE,1161.77,MCH-7295,0,0,0,1,0,0,0
1628,"rao, buch and kala",5912,Pharmacy,INDIVIDUAL,LKO,Uttar Pradesh,2025-01-08 16:04:25,,ACTIVE,789.95,1628,0,0,0,1,0,0,0
MCH4416,Raju and S0ns,5999,Miscellaneous,INDIVIDUAL,bengaluru,Karnataka,2025-10-04 00:00:00,6909361511,INACTIVE,0.3955,MCH4416,0,0,0,0,0,0,0
MCH5021,Dora Group,,Hotel,Partnership,JPR,Rajasthan,2024-10-01 00:00:00,2704643767,ACTIVE,0.843,MCH 5021,0,0,1,0,0,0,0
MCH4687,GOEL LLC,5942,Book Store,Individual,lucknow,Uttar Pradesh,2023-01-30 00:00:00,BTTJ6615272024781,ACTIVE,0.82,MCH4687,0,0,0,0,0,0,0
MCH4284,Chawla LLC,4131,TRAVEL,Sole Proprietor,LDH,Punjab,2026-02-13 00:00:00,XXXX7941,ACTIVE,0.385,MCH4284,0,0,0,0,0,0,0
MCH8896,Savant PLC,5411,Grocery,individual,ludhiana,Punjab,2023-08-20 12:44:00,UQGT6646060473971,ACTIVE,2636.98,MCH8896,0,0,0,0,0,0,0
MCH8518,Srivastava-Parsa,5699,Fashion,individual,Jaipur,Rajasthan,2024-09-11 00:00:00,,ACTIVE,191.84,MCH8518,0,0,0,1,0,0,0
MCH9753,Chowdhury and Sons,4814,TELECOM,INDIVIDUAL,Bombay,Maharashtra,2023-07-06 13:36:00,XRQC4173107226583,ACTIVE,559.33,MCH9753,0,0,0,0,0,0,0
2951,"THAKUR, SUBRAMANIAM AND AGRAWAL",0110,Hotel,Partnership,MUMBAI,Maharashtra,2026-02-06 00:00:00,0506591392,ACTIVE,-3115.69,2951,1,0,0,0,0,0,0
MCH8878,Kashyap-Behl,7011,Hotels,SOLE-PROPRIETOR,Calcutta,West Bengal,2023-07-21 00:00:00,,ACTIVE,228.35,MCH8878,0,0,0,1,0,0,0
MCH1136,"bahri, kanda and seth",9420,Book Store,private_limited,Madras,Tamil Nadu,2023-07-17 00:00:00,XXXX4885,ACTIVE,896.84,MCH1136,0,0,0,0,0,0,0
MCH1665,Salvi Group,5699,Clothing,individual,Bangalore,Karnataka,2025-11-30 00:00:00,KSUI6181238646481,ACTIVE,946.53,MCH1665,0,0,0,0,0,0,0
MCH6519,"Dhar, Morar and Malhotra",5699,CLOTHS,PRIVATE-LIMITED,pune,Maharashtra,2023-05-15 00:27:02,XXXX0332,ACTIVE,445.06,MCH6519,0,0,0,0,0,0,0
MCH2742,"Vasa, Devan and Tandon",5699,Fashion,individual,Mumbay,Maharashtra,2023-11-13 00:00:00,XXXX3213,ACTIVE,541.72,MCH 2742,0,0,0,0,0,0,0
4888,Saha-Jani,4814,phone service,SOLE_PROPRIETOR,ludhiana,Punjab,2025-11-20 00:00:00,,ACTIVE,308.77,4888,0,0,0,1,0,0,0
MCH1986,Brahmbhatt Inc,5999,Retail Other,PARTNERSHIP,mumbai,Maharashtra,2023-11-23 00:00:00,,ACTIVE,-892.28,MCH1986,1,0,0,1,0,0,0
MCH8422,Kakar-Bera,6990,garments,Sole Proprietor,amritsar,Punjab,2025-03-10 00:00:00,XXXX1336,ACTIVE,661.76,MCH8422,0,0,0,0,0,0,0
MCH7113,"Jain,BhattiandSha",5942,BOOKS_STATIONERY,Partnership,Madras,Tamil Nadu,2025-07-30 15:17:22,XXXX9585,SUSPENDED,1921.99,MCH7113,0,0,0,0,0,1,0
MCH5023,CHATTERJEE-KALLA,5912,Pharmacies,Partnership,Bombay,Maharashtra,2024-12-31 00:00:00,XXXX9987,ACTIVE,-5484.78,MCH5023,1,0,0,0,0,0,0
7795,Prakash LLC,4131,TRAVEL,SOLE_PROPRIETOR,JPR,Rajasthan,2025-06-28 04:41:24,,ACTIVE,956.79,7795,0,0,0,1,0,0,0
MCH3980,Chadha-Raval,5699,Apparel,Partnership,Bengaluru,Karnataka,2023-04-14 00:00:00,XXXX9643,ACTIVE,1323.06,mch3980,0,0,0,0,0,0,0
MCH7356,"Divan, Rastogi and Prabhu",5942,BOOKS_STATIONERY,Partnership,Lucknow,Uttar Pradesh,2025-07-22 00:00:00,8041409071,ACTIVE,-306.91,MCH7356,1,0,0,0,0,0,0
MCH5451,Divan LLC,4110,GROCERY_STORE,PARTNERSHIP,JPR,Rajasthan,2025-05-14 00:00:00,,ACTIVE,2492.35,MCH5451,0,0,0,1,0,0,0
MCH7252,"Krishnamurthy, Pandit and Mukherjee",5942,Book Store,Sole Proprietor,Hyd,Telangana,2025-01-08 00:00:00,0285621980,ACTIVE,1234.51,MCH7252,0,0,0,0,0,0,0
