user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,user_id_raw,pan_valid_flag,pan_invalid_flag,aadhaar_masked_flag,aadhaar_valid_flag,aadhaar_invalid_flag,income_negative_flag,dob_missing_flag,income_missing_flag,signup_timestamp_missing_flag,kyc_verified_flag,kyc_high_risk_flag
USR75274,Chanchal Prashad,JSHGL4412B,105839004770,1994-03-21 00:00:00,Chennai,Tamil Nadu,9601.0,Unemployed,2024-09-28 00:00:00,VERIFIED,MEDIUM,USR75274,1,0,0,1,0,0,0,0,0,1,0
USR12334,Warda Banik,,9319407804,1964-06-07 00:00:00,Pune,Maharashtra,11139.0,Salaried,2024-01-15 00:00:00,VERIFIED,LOW,USR12334,0,0,0,0,1,0,0,0,0,1,0
USR54071,Warhi Raghavan,QKGDD0152B,9764889626203,1982-11-20 00:00:00,Madras,Tamil Nadu,84974.0,Self Employed,2024-04-30 10:41:00,VERIFIED,MEDIUM,USR 54071,1,0,0,0,1,0,0,0,0,1,0
USR68820,Omya Mangal,FJNUS9256J,937021564765,1969-05-17 00:00:00,DELHI,Delhi,61.8,Salaried,2024-01-25 23:09:19,PENDING,HIGH,usr68820,1,0,0,1,0,0,0,0,0,0,1
USR13557,Hritik Sachdeva,IGOVU6687N,539581190528,1977-01-28 02:26:46,Jaipur,Rajasthan,,Gig Worker,2025-12-19 19:51:20,VERIFIED,LOW,USR13557,1,0,0,1,0,0,0,1,0,1,0
USR22367,Vincent Minhas,UEWPM1129H,413234538961,1978-05-09 00:00:00,Jaipur,Rajasthan,0.3857,Gig Worker,2025-08-14 04:36:00,VERIFIED,LOW,USR22367,1,0,0,1,0,0,0,0,0,1,0
USR-93785,Bachittar Ranganathan,SQXJA3733F,077851108130,1967-12-27 00:00:00,delhi,Delhi,23288.0,Student,2025-11-26 15:56:00,VERIFIED,MEDIUM,USR-93785,1,0,0,1,0,0,0,0,0,1,0
USR73917,Nachiket Thaman,MOVTJ6502H,XXXXXXXX2070,2005-07-15 00:00:00,JPR,Rajasthan,12.6,Salaried,,IN_PROGRESS,LOW,USR73917,1,0,0,0,1,0,0,0,1,0,0
USR42441,Onkar Oak,PNCHL7507S,8288368003746,1997-07-18 15:40:00,New Delhi,Delhi,37854.0,Business Owner,,VERIFIED,LOW,USR42441,1,0,0,0,1,0,0,0,1,1,0
USR49863,Amara Ahuja,FPMHP6340K,463820895207,1977-09-25 00:00:00,Hyderabad,Telangana,,Retired,2024-02-05 17:04:47,VERIFIED,LOW,USR49863,1,0,0,1,0,0,0,1,0,1,0
USR24932,Chakradev Dash,MJHTA5082V,384270179764,1990-07-03 00:00:00,kolkata,West Bengal,47037.0,Farmer,,PENDING,LOW,USR24932,1,0,0,1,0,0,0,0,1,0,0
USR68356,HITESH GHOSH,OVZSX3486B,,1965-01-16 13:28:17,Hyderabad,Telangana,-18141.0,Salaried,2024-12-01 00:00:00,VERIFIED,MEDIUM,USR68356,1,0,0,0,0,1,0,0,0,1,0
USR86461,ThomasLad,PSHSC3031S,008377264812,1989-06-01 00:00:00,Hyderabad,Telangana,0.5603,Freelancer,2025-09-02 01:43:09,VERIFIED,MEDIUM,USR86461,1,0,0,1,0,0,0,0,0,1,0
USR15066,Kashish Oza,LZCYS9766E,813297424117,1997-06-15 06:55:00,Ludhiana,Punjab,0.31838,Freelancer,2026-02-15 20:58:00,VERIFIED,MEDIUM,usr15066,1,0,0,1,0,0,0,0,0,1,0
USR52391,Fiyaz Krishna,ZSBMH0619Q,113612895356,2000-12-17 13:07:00,Bengaluru,Karnataka,,Business Owner,2024-03-15 00:00:00,VERIFIED,MEDIUM,USR52391,1,0,0,1,0,0,0,1,0,1,0
USR51237,MOHINI PATLA,QFFRP7789D,729371302609,1982-12-31 00:00:00,delhi,Delhi,19693.0,Farmer,2026-03-20 00:00:00,VERIFIED,LOW,usr51237,1,0,0,1,0,0,0,0,0,1,0
USR26232,Bakhshi Karan,,252844873499,2000-04-02 00:00:00,Mumbay,Maharashtra,41504.0,Self Employed,2024-02-03 10:35:43,VERIFIED,HIGH,USR 26232,0,0,0,1,0,0,0,0,0,1,1
USR34674,Chaaya Walla,STKIY3567N,944352135603,2000-11-05 00:00:00,Mumbai,Maharashtra,21931.0,Unemployed,2024-07-28 14:38:00,VERIFIED,LOW,USR34674,1,0,0,1,0,0,0,0,0,1,0
USR59068,Qabil Vala,DMZXX4350Y,955593209809,1987-02-10 17:08:38,Kolkata,West Bengal,-32239.0,Salaried,,VERIFIED,LOW,USR59068,1,0,0,1,0,1,0,0,1,1,0
46565,Mekhala Bhargava,BQTFV9840M,044744873515,1977-09-21 22:00:00,MUMBAI,Maharashtra,12755.0,Farmer,2024-07-19 00:00:00,VERIFIED,UNKNOWN,46565,1,0,0,1,0,0,0,0,0,1,0
USR53961,IMARAN SINGHAL,ZQSSR2387Y,6216560103,1976-05-05 00:00:00,ASR,Punjab,,Unemployed,2025-01-27 20:17:00,REJECTED,LOW,USR 53961,1,0,0,0,1,0,0,1,0,0,0
USR58084,Rishi Deshmukh,JGRDG5202J,845341950589,2006-08-23 00:00:00,Bengaluru,Karnataka,18.9,Student,2026-01-04 14:25:25,VERIFIED,LOW,USR58084,1,0,0,1,0,0,0,0,0,1,0
USR56508,Gaurang Golla,QCGYX3357V,613419200233,1988-09-07 00:00:00,Delhi,Delhi,92464.0,Gig Worker,2025-05-21 00:00:00,VERIFIED,LOW,USR56508,1,0,0,1,0,0,0,0,0,1,0
USR_27327,Yashvi Banerjee,VKMSW6430E,060469272230,1995-01-25 00:00:00,Calcutta,West Bengal,17921.0,Unemployed,2026-01-27 00:00:00,VERIFIED,LOW,usr_27327,1,0,0,1,0,0,0,0,0,1,0
USR99191,Mitali Sood,AQCRX8355Z,XXXXXXXX7848,1976-04-16 05:23:15,Amritsar,Punjab,29862.0,Freelancer,2024-11-27 00:00:00,VERIFIED,LOW,USR99191,1,0,0,0,1,0,0,0,0,1,0
USR36341,Jai Chaudhari,JPHPI7455Y,686279433634,1982-11-13 00:00:00,ludhiana,Punjab,,Retired,2025-04-15 00:00:00,VERIFIED,MEDIUM,USR 36341,1,0,0,1,0,0,0,1,0,1,0
USR40830,Karan Kurian,BYWOZ0688R,663398646206,1986-05-28 10:24:29,LKO,Uttar Pradesh,,Student,2024-10-22 00:00:00,VERIFIED,LOW,USR40830,1,0,0,1,0,0,0,1,0,1,0
USR28952,zayan gokhale,JKXNI3263M,6055654617,1991-06-22 00:00:00,delhi,Delhi,41558.0,Freelancer,2025-06-29 00:00:00,VERIFIED,MEDIUM,USR28952,1,0,0,0,1,0,0,0,0,1,0
USR82852,Tejas Subramaniam,ZSXIB3856J,089189253609,1969-05-08 00:00:00,Lucknow,Uttar Pradesh,35612.0,Freelancer,2024-09-02 02:32:36,VERIFIED,LOW,USR82852,1,0,0,1,0,0,0,0,0,1,0
USR42576,Arunima Chacko,PGTOD5635P,174849937185,1989-01-05 00:00:00,ludhiana,Punjab,16830.0,Freelancer,2024-01-27 00:00:00,PENDING,MEDIUM,USR42576,1,0,0,1,0,0,0,0,0,0,0
USR72024,Jacob Biswas,QLQLR7140H,XXXXXXXX8452,1973-11-19 00:00:00,Calcutta,West Bengal,0.23443,Farmer,2025-01-08 00:00:00,VERIFIED,MEDIUM,USR72024,1,0,0,0,1,0,0,0,0,1,0
USR14520,Urishilla Natt,HRODZ0566,072900910983,1979-10-21 21:23:22,LDH,Punjab,,Unemployed,2024-11-05 13:49:14,VERIFIED,LOW,usr14520,0,1,0,1,0,0,0,1,0,1,0
USR49305,Yadavi Varty,XBAAJ8379E,751206787046,1970-05-26 00:00:00,Jalandar,Punjab,29247.0,Gig Worker,2025-05-07 00:00:00,VERIFIED,LOW,USR49305,1,0,0,1,0,0,0,0,0,1,0
USR90422,anirudh lanka,,703379563258,1969-08-05 00:00:00,HYDERABAD,Telangana,0.129,Retired,2024-02-03 19:27:43,VERIFIED,LOW,usr90422,0,0,0,1,0,0,0,0,0,1,0
USR80768,Chavvi Pal,YVRYG4832R,157548768195,1976-05-31 00:00:00,pune,Maharashtra,0.34879,Business Owner,,UNDER_REVIEW,LOW,USR80768,1,0,0,1,0,0,0,0,1,0,0
USR98503,Ikbal Murty,OZYIQ1327H,002954405588,1997-10-19 00:00:00,amritsar,Punjab,7596.0,Gig Worker,2026-03-20 00:00:00,VERIFIED,LOW,USR98503,1,0,0,1,0,0,0,0,0,1,0
USR48174,Laban Reddy,TBGTR8419D,336463447279,1980-07-17 00:00:00,LDH,Punjab,-17885.0,Unemployed,2025-09-10 00:00:00,REJECTED,LOW,USR48174,1,0,0,1,0,1,0,0,0,0,0
USR45072,Anamika Som,UVNVY3441Z,883852638699,1964-01-27 00:00:00,ludhiana,Punjab,23242.0,Self Employed,2026-03-07 00:00:00,VERIFIED,MEDIUM,usr45072,1,0,0,1,0,0,0,0,0,1,0
USR59029,Aachal Sane,,384873023258,1990-03-03 04:22:21,ludhiana,Punjab,21988.0,Student,2025-12-16 00:00:00,VERIFIED,MEDIUM,USR59029,0,0,0,1,0,0,0,0,0,1,0
USR60221,Mekhala Rajan,IMMAA1733W,025464145093,2006-06-12 11:34:00,kolkata,West Bengal,,Freelancer,2025-05-22 00:00:00,VERIFIED,LOW,USR 60221,1,0,0,1,0,0,0,1,0,1,0
USR48642,Charvi De,VR0QB4917R,599292119422,1979-07-19 00:00:00,Hyd,Telangana,11.3,Self Employed,2024-10-18 21:18:49,VERIFIED,UNKNOWN,USR48642,0,1,0,1,0,0,0,0,0,1,0
USR-67160,Chaaya Pall,XINKM5451V,950376611747,1978-08-27 19:23:00,Jalandhar,Punjab,53702.0,Self Employed,2025-12-13 00:00:00,VERIFIED,LOW,USR-67160,1,0,0,1,0,0,0,0,0,1,0
USR62872,Tarak Chhabra,YIDQY7254S,202715518698,,pune,Maharashtra,,Self Employed,2025-11-18 06:11:24,VERIFIED,HIGH,USR62872,1,0,0,1,0,0,1,1,0,1,1
USR40845,Ekapad Morar,DEYON4562I,XXXXXXXX2895,1978-06-24 03:56:00,jaipur,Rajasthan,58135.0,Student,2025-05-13 17:29:00,VERIFIED,LOW,USR40845,1,0,0,0,1,0,0,0,0,1,0
USR45592,Zashil Atwal,FGXUG0954U,635914261507,,Jaipur,Rajasthan,33692.0,Freelancer,2025-04-21 00:00:00,VERIFIED,MEDIUM,USR45592,1,0,0,1,0,0,1,0,0,1,0
USR98563,Ekiya Chacko,TGD1C9253C,122062351938,2006-03-31 00:00:00,kolkata,West Bengal,37682.0,Self Employed,2025-08-02 00:00:00,UNDER_REVIEW,LOW,USR98563,0,1,0,1,0,0,0,0,0,0,0
USR11021,HARITA PANDYA,AVAGL2915U,867537821357,2004-01-12 08:45:00,Poona,Maharashtra,23773.0,Unemployed,2024-07-30 00:00:00,VERIFIED,LOW,USR11021,1,0,0,1,0,0,0,0,0,1,0
USR_17267,Jasmit Karan,JW1WZ6473S,962313007571,1995-05-16 14:30:00,ASR,Punjab,36758.0,Freelancer,,VERIFIED,MEDIUM,usr_17267,0,1,0,1,0,0,0,0,1,1,0
USR43337,Panini Kunda,JXUCV5587F,102176726952,1961-04-30 02:30:56,LDH,Punjab,17301.0,Retired,2025-11-05 00:00:00,VERIFIED,LOW,USR43337,1,0,0,1,0,0,0,0,0,1,0
USR-58486,Yutika Kalita,YKUAM6330G,379396567503,1988-11-23 00:00:00,LKO,Uttar Pradesh,-11073.0,Unemployed,2025-08-31 00:00:00,VERIFIED,MEDIUM,USR-58486,1,0,0,1,0,1,0,0,0,1,0
USR12634,Vanya Prasad,VOZUA8717U,422177288787,1999-03-22 09:39:13,ASR,Punjab,12745.0,Farmer,2024-06-09 00:00:00,VERIFIED,MEDIUM,USR12634,1,0,0,1,0,0,0,0,0,1,0
USR46405,Suhani Deo,VTSIR4431K,XXXXXXXX6032,2004-02-07 20:51:15,JPR,Rajasthan,22765.0,Student,2024-08-29 03:00:42,VERIFIED,UNKNOWN,USR46405,1,0,0,0,1,0,0,0,0,1,0
USR74574,Patrick Krishna,,5769441042515,1963-08-21 00:00:00,LDH,Punjab,28.9,Gig Worker,2024-04-16 00:00:00,VERIFIED,LOW,usr74574,0,0,0,0,1,0,0,0,0,1,0
USR13425,Dalaja Batra,MKZAZ2133W,550367205795,,Jalandhar,Punjab,22969.0,Farmer,2024-06-13 00:00:00,VERIFIED,HIGH,USR13425,1,0,0,1,0,0,1,0,0,1,1
USR13871,Aahana Pandey,TMHRR8756,462124132841,1989-09-19 00:00:00,amritsar,Punjab,28808.0,Business Owner,2025-12-19 00:00:00,VERIFIED,LOW,USR13871,0,1,0,1,0,0,0,0,0,1,0
USR_73663,Tarak Dhingra,RUMNH9305N,354403846848,1988-04-23 00:00:00,kolkata,West Bengal,0.38158,Unemployed,2024-08-19 17:03:00,IN_PROGRESS,LOW,usr_73663,1,0,0,1,0,0,0,0,0,0,0
USR28910,Abeer Grover,EZUTQ4272Y,038345948199,2004-05-03 00:00:00,BLR,Karnataka,16748.0,Farmer,2025-10-26 00:00:00,VERIFIED,LOW,USR28910,1,0,0,1,0,0,0,0,0,1,0
USR70636,ucchal banerjee,DTFUW0354H,733079171407,1995-02-10 11:50:32,Jalandhar,Punjab,19882.0,Retired,2025-09-19 00:00:00,VERIFIED,LOW,USR70636,1,0,0,1,0,0,0,0,0,1,0
USR79823,Warjas Singh,VKYMQ0154W,XXXXXXXX5094,1981-12-31 13:02:25,Mumbai,Maharashtra,15863.0,Business Owner,2024-08-23 22:35:35,VERIFIED,LOW,USR79823,1,0,0,0,1,0,0,0,0,1,0
USR56949,caleb radhakrishnan,XFFVN4678W,004308226215,1983-07-12 00:00:00,Hyderabad,Telangana,30581.0,Business Owner,,UNDER_REVIEW,HIGH,USR56949,1,0,0,1,0,0,0,0,1,0,1
USR47286,Udarsh Chatterjee,UODBF2312S,485198137847,2003-10-09 12:57:41,bengaluru,Karnataka,38174.0,Student,,VERIFIED,MEDIUM,USR47286,1,0,0,1,0,0,0,0,1,1,0
USR56356,Ijaya Yogi,FJNOT3255Q,456698495337,1983-06-10 00:00:00,Chennai,Tamil Nadu,38960.0,Salaried,2024-10-13 00:00:00,VERIFIED,LOW,USR56356,1,0,0,1,0,0,0,0,0,1,0
USR39723,Zaitra Bhatti,RNGSB4223Q,134943039722,1983-04-27 00:00:00,Bengaluru,Karnataka,27860.0,Business Owner,2025-02-24 00:00:00,VERIFIED,LOW,USR 39723,1,0,0,1,0,0,0,0,0,1,0
USR42115,Oviya Sidhu,OAVHU9518N,401121697875,1983-06-12 16:12:00,delhi,Delhi,19566.0,Freelancer,2025-01-16 08:30:42,VERIFIED,LOW,USR42115,1,0,0,1,0,0,0,0,0,1,0
USR21647,Rohan Parekh,BMEIJ5925P,213401749540,1965-03-12 00:00:00,Calcutta,West Bengal,23939.0,Salaried,2024-02-27 00:00:00,VERIFIED,LOW,USR21647,1,0,0,1,0,0,0,0,0,1,0
USR11611,Jason Lanka,XUOLB3907N,008783033009,1975-09-02 00:00:00,MUMBAI,Maharashtra,,Freelancer,2024-06-27 00:00:00,PENDING,MEDIUM,USR11611,1,0,0,1,0,0,0,1,0,0,0
USR-68718,Eshana Kannan,QGVGN6096Z,851386473274,1970-03-28 00:00:00,Jalandar,Punjab,19281.0,Retired,2024-08-09 00:00:00,VERIFIED,LOW,USR-68718,1,0,0,1,0,0,0,0,0,1,0
USR56042,Vasana Sastry,,536371294898,1969-05-23 00:00:00,chennai,Tamil Nadu,0.25829,Farmer,2025-09-14 14:08:22,VERIFIED,MEDIUM,usr56042,0,0,0,1,0,0,0,0,0,1,0
USR31028,ADYA PAU,LCJSK6265Q,566867400696,1987-08-28 00:00:00,Jalandar,Punjab,-27150.0,Freelancer,2024-01-05 00:00:00,UNDER_REVIEW,LOW,USR31028,1,0,0,1,0,1,0,0,0,0,0
12647,rachana sheth,IBQCT5569K,504818471892,1964-05-07 00:00:00,Chennai,Tamil Nadu,29556.0,Salaried,2026-02-04 21:19:45,REJECTED,LOW,12647,1,0,0,1,0,0,0,0,0,0,0
USR-47965,Vaishnavi Sahni,OMCNT3978W,5543041423271,1984-05-18 00:00:00,Amritsar,Punjab,28679.0,Salaried,2025-04-13 00:00:00,PENDING,LOW,USR-47965,1,0,0,0,1,0,0,0,0,0,0
USR44017,Qadim Kadakia,NWMNG4625,914674839191,2006-12-21 00:00:00,Pune,Maharashtra,14.9,Salaried,2026-01-27 00:00:00,PENDING,HIGH,USR44017,0,1,0,1,0,0,0,0,0,0,1
USR67087,Abhiram Chowdhury,MBFIK1130Y,418188086893,1982-10-06 00:00:00,Mumbay,Maharashtra,,Gig Worker,2025-11-05 13:24:36,VERIFIED,MEDIUM,USR67087,1,0,0,1,0,0,0,1,0,1,0
USR_65269,Maya Joshi,KNYRW5148F,XXXXXXXX5318,1970-06-20 00:00:00,JPR,Rajasthan,17383.0,Unemployed,2024-09-03 17:35:01,VERIFIED,LOW,usr_65269,1,0,0,0,1,0,0,0,0,1,0
USR91148,VRISHTI SAGAR,MSDZT3835X,374734858216,1985-05-29 16:24:00,Mumbay,Maharashtra,,Unemployed,,VERIFIED,LOW,usr91148,1,0,0,1,0,0,0,1,1,1,0
USR38393,Aarnav Ghose,HNDBB1916C,446365994784,1999-01-23 11:52:41,Hyderabad,Telangana,24994.0,Self Employed,2024-06-07 00:00:00,REJECTED,HIGH,USR38393,1,0,0,1,0,0,0,0,0,0,1
USR_54620,Vinaya Madan,VWSSM8366L,542570000715,1989-07-04 10:34:05,amritsar,Punjab,,Freelancer,2025-10-24 12:25:48,VERIFIED,MEDIUM,usr_54620,1,0,0,1,0,0,0,1,0,1,0
USR51066,Champak Handa,MMVNE2349P,018918244617,,Jalandhar,Punjab,30620.0,Unemployed,2024-05-04 00:00:00,IN_PROGRESS,LOW,USR51066,1,0,0,1,0,0,1,0,0,0,0
USR87073,unnati chacko,KZHYK5335Y,320205126708,1985-12-09 02:03:00,Madras,Tamil Nadu,-10171.0,Self Employed,2024-05-15 00:00:00,REJECTED,HIGH,USR87073,1,0,0,1,0,1,0,0,0,0,1
USR47823,Radhika Narayanan,PVRFT3747D,429688826483,2005-05-11 20:03:00,Kolkata,West Bengal,0.11339,Retired,2024-07-09 00:00:00,REJECTED,LOW,USR47823,1,0,0,1,0,0,0,0,0,0,0
USR37822,Pushti Master,ZUIXV2693T,322760894333,1977-04-13 00:00:00,Hyd,Telangana,,Farmer,2025-02-02 00:00:00,VERIFIED,HIGH,USR37822,1,0,0,1,0,0,0,1,0,1,1
USR95934,Yashvi Ravel,CMLTK8768T,708243853949,1989-06-01 00:00:00,jaipur,Rajasthan,0.21457,Student,2024-09-20 00:00:00,VERIFIED,LOW,USR95934,1,0,0,1,0,0,0,0,0,1,0
USR15123,Saumya Shan,WEFBO9822Y,XXXXXXXX9956,1984-04-20 00:00:00,Hyd,Telangana,10214.0,Self Employed,2025-01-27 18:57:30,VERIFIED,MEDIUM,USR15123,1,0,0,0,1,0,0,0,0,1,0
USR71759,Warinder Master,HCRFD7709L,978944935878,2007-10-05 00:00:00,MUMBAI,Maharashtra,,Student,2024-07-07 00:00:00,VERIFIED,LOW,USR71759,1,0,0,1,0,0,0,1,0,1,0
USR66514,Ishani Raj,OSIIZ1320M,7290564939898,1971-06-27 00:00:00,mumbai,Maharashtra,-23901.0,Freelancer,2024-11-18 00:00:00,VERIFIED,LOW,usr66514,1,0,0,0,1,1,0,0,0,1,0
USR38024,Aradhana Memon,WVLYP7415E,XXXXXXXX8864,1960-02-24 00:00:00,chennai,Tamil Nadu,22862.0,Freelancer,2025-11-26 10:56:40,VERIFIED,MEDIUM,USR38024,1,0,0,0,1,0,0,0,0,1,0
USR-94771,JHALAK SANDAL,UYQJU0086P,716836983567,1987-09-08 00:00:00,lucknow,Uttar Pradesh,21008.0,Salaried,2025-07-22 00:00:00,VERIFIED,LOW,USR-94771,1,0,0,1,0,0,0,0,0,1,0
USR16699,Udarsh Som,TPKAT2172E,XXXXXXXX4761,1999-11-26 00:00:00,bengaluru,Karnataka,14539.0,Gig Worker,2024-02-11 02:24:33,VERIFIED,HIGH,USR16699,1,0,0,0,1,0,0,0,0,1,1
USR45996,Tamanna Chand,YYHLR5633B,098846834912,2001-08-05 00:00:00,Kolkata,West Bengal,11872.0,Unemployed,2025-01-29 20:28:25,VERIFIED,LOW,USR45996,1,0,0,1,0,0,0,0,0,1,0
USR17934,Abdul Baria,WKLCP2055,910095723543,1978-12-13 02:11:44,jalandhar,Punjab,26093.0,Freelancer,2024-06-14 00:00:00,IN_PROGRESS,LOW,USR17934,0,1,0,1,0,0,0,0,0,0,0
USR54725,Simon Ranganathan,OJPTB2981,446951255710,1967-06-07 00:00:00,Bombay,Maharashtra,24.3,Self Employed,2024-05-23 00:00:00,VERIFIED,LOW,USR54725,0,1,0,1,0,0,0,0,0,1,0
98460,Advik Rana,TZQBQ1540P,XXXXXXXX6797,1964-09-10 00:00:00,chennai,Tamil Nadu,77251.0,Gig Worker,2025-03-04 00:00:00,VERIFIED,LOW,98460,1,0,0,0,1,0,0,0,0,1,0
USR85926,ChandreshMaharaj,SHNUN4271O,571150160078,1963-07-28 00:00:00,BLR,Karnataka,10744.0,Freelancer,2025-03-07 00:29:50,PENDING,MEDIUM,USR85926,1,0,0,1,0,0,0,0,0,0,0
USR47379,Ojasvi Dasgupta,XUTFX0232F,688887514843,1998-07-24 00:00:00,Pune,Maharashtra,24293.0,Farmer,,VERIFIED,LOW,USR47379,1,0,0,1,0,0,0,0,1,1,0
USR90756,DEVIKA MANN,AWZDH8444Z,942661577720,2005-09-19 06:32:00,Hyderabad,Telangana,19.6,Retired,,VERIFIED,MEDIUM,USR90756,1,0,0,1,0,0,0,0,1,1,0
USR96339,Adya Parikh,SGUCN0163M,676392589829,1983-09-05 07:13:38,amritsar,Punjab,26527.0,Farmer,,VERIFIED,LOW,USR 96339,1,0,0,1,0,0,0,0,1,1,0
USR46594,anirudh nayar,RHNFG0965,,2005-03-23 00:00:00,Mumbai,Maharashtra,0.16295,Farmer,2025-11-19 00:00:00,PENDING,LOW,USR46594,0,1,0,0,0,0,0,0,0,0,0
USR42273,Gauri Deol,WAEWZ0586F,717339573837,,kolkata,West Bengal,,Retired,2025-01-06 00:00:00,PENDING,LOW,USR42273,1,0,0,1,0,0,1,1,0,0,0
USR42853,Owen Zacharia,WMRNN6875Y,647931413782,1965-08-09 00:00:00,Bombay,Maharashtra,21.3,Retired,2024-09-26 00:00:00,PENDING,LOW,usr42853,1,0,0,1,0,0,0,0,0,0,0
USR61179,Avni Narasimhan,UHRXS9686J,XXXXXXXX9796,2004-05-02 00:00:00,ASR,Punjab,23079.0,Salaried,2024-12-06 14:35:17,VERIFIED,MEDIUM,USR61179,1,0,0,0,1,0,0,0,0,1,0
USR23429,praneel sem,UJDBR2649U,927856341493,1978-04-17 01:55:00,chennai,Tamil Nadu,18947.0,Freelancer,2026-01-24 14:38:00,VERIFIED,LOW,USR23429,1,0,0,1,0,0,0,0,0,1,0
USR67737,Pallavi Setty,,301570523510,2005-01-13 00:00:00,Mumbai,Maharashtra,36905.0,Farmer,2024-10-31 00:00:00,IN_PROGRESS,LOW,USR 67737,0,0,0,1,0,0,0,0,0,0,0
USR61774,Bimala Krishna,VXPOZ0366J,1539591915833,1960-03-04 21:47:32,Chennai,Tamil Nadu,25339.0,Freelancer,2024-11-15 15:01:00,VERIFIED,LOW,USR61774,1,0,0,0,1,0,0,0,0,1,0
USR-27379,ZAYYAN SAHA,OYYTO6926Q,XXXXXXXX9287,,amritsar,Punjab,24929.0,Farmer,2024-12-08 20:33:28,VERIFIED,LOW,USR-27379,1,0,0,0,1,0,1,0,0,1,0
USR61604,Gunbir Dada,,,1968-08-16 00:00:00,ludhiana,Punjab,0.26235,Salaried,,IN_PROGRESS,LOW,usr61604,0,0,0,0,0,0,0,0,1,0,0
USR69716,SnehaPrasad,KOPGW6324R,813819689955,1995-02-28 00:00:00,Calcutta,West Bengal,27380.0,Student,2024-01-25 14:51:00,VERIFIED,MEDIUM,USR69716,1,0,0,1,0,0,0,0,0,1,0
USR58502,Mason Kulkarni,BYCLR8586Y,018572939380,1960-03-04 08:30:52,ASR,Punjab,,Gig Worker,2026-01-01 10:18:00,VERIFIED,LOW,usr58502,1,0,0,1,0,0,0,1,0,1,0
USR-91999,Zinal Bhagat,WSQCP2570V,949564809587,1961-01-14 00:00:00,Lucknow,Uttar Pradesh,27874.0,Farmer,2025-11-02 00:00:00,VERIFIED,LOW,USR-91999,1,0,0,1,0,0,0,0,0,1,0
USR28308,ANTHONY OM,MKSKX1388X,870420198417,2005-08-09 00:00:00,Delhi,Delhi,,Retired,2025-04-27 00:00:00,VERIFIED,LOW,USR28308,1,0,0,1,0,0,0,1,0,1,0
USR19255,Darpan Savant,HTUMV2461N,803811081731,1976-02-13 00:00:00,LKO,Uttar Pradesh,15966.0,Retired,2024-06-30 02:51:30,VERIFIED,MEDIUM,USR19255,1,0,0,1,0,0,0,0,0,1,0
USR18892,Sachi Master,NUBDM15431,483059497812,2004-11-13 00:00:00,Hyd,Telangana,25670.0,Unemployed,2025-12-01 00:00:00,VERIFIED,UNKNOWN,USR18892,0,1,0,1,0,0,0,0,0,1,0
USR28833,Mekhala Balan,DSOOO9472R,,1974-06-28 00:00:00,ASR,Punjab,11220.0,Business Owner,2025-03-29 00:00:00,VERIFIED,LOW,USR28833,1,0,0,0,0,0,0,0,0,1,0
USR80732,Bhanumati Rout,BXSCI1653R,,1988-02-14 00:00:00,Mumbai,Maharashtra,,Salaried,2025-10-27 00:00:00,REJECTED,LOW,USR80732,1,0,0,0,0,0,0,1,0,0,0
USR64025,Oviya Sharaf,FOXPS1502R,665362745755,1986-05-01 00:00:00,Jalandhar,Punjab,19713.0,Gig Worker,2026-02-26 00:00:00,VERIFIED,LOW,USR64025,1,0,0,1,0,0,0,0,0,1,0
USR-13380,Vidhi Balakrishnan,UEWLI4790F,454791458633,1990-02-28 18:11:00,Bangalore,Karnataka,16355.0,Gig Worker,2025-08-11 00:00:00,VERIFIED,LOW,USR-13380,1,0,0,1,0,0,0,0,0,1,0
USR18708,Qabil Sunder,,XXXXXXXX4335,1965-08-06 20:51:02,JPR,Rajasthan,0.44445,Unemployed,2024-02-13 00:00:00,VERIFIED,HIGH,USR18708,0,0,0,0,1,0,0,0,0,1,1
USR67506,Nitara Krishnan,QUVEU0047R,,,pune,Maharashtra,26537.0,Business Owner,2025-08-08 00:00:00,VERIFIED,MEDIUM,USR 67506,1,0,0,0,0,0,1,0,0,1,0
USR19648,NAKUL CHAWLA,JUUVQ7001Y,516756433028,1997-11-09 00:00:00,delhi,Delhi,41400.0,Freelancer,2025-03-06 13:34:00,VERIFIED,MEDIUM,USR19648,1,0,0,1,0,0,0,0,0,1,0
USR34925,Bimala Nanda,KAHMB5314E,971312934764,1980-11-12 00:00:00,BLR,Karnataka,27329.0,Unemployed,2026-02-03 14:43:00,VERIFIED,MEDIUM,USR 34925,1,0,0,1,0,0,0,0,0,1,0
USR57822,The0d0re C0ntract0r,GLZXX2141P,840721517654,1989-05-25 00:00:00,HYDERABAD,Telangana,31066.0,Salaried,2024-09-26 08:29:49,PENDING,HIGH,USR57822,1,0,0,1,0,0,0,0,0,0,1
USR95013,Oeshi Majumdar,ZKDUR4412X,966398623827,1996-02-02 08:27:57,Calcutta,West Bengal,16.3,Farmer,2025-10-06 00:00:00,VERIFIED,LOW,USR95013,1,0,0,1,0,0,0,0,0,1,0
USR51421,Ekansh Shetty,GLLCJ8716T,338126485951,1996-10-30 00:00:00,Lucknow,Uttar Pradesh,32715.0,Business Owner,2024-09-26 23:41:00,VERIFIED,HIGH,USR 51421,1,0,0,1,0,0,0,0,0,1,1
